1981.0,3.3406934306569327
2015.0,3.168948814840258
1898.0,3.17560975609756
1932.0,3.342326732673269
1966.0,3.375106382978724
2000.0,3.2616125760649095
1917.0,3.3037142857142863
1951.0,3.4112851405622475
1985.0,3.290150501672242
2019.0,3.1941175042486005
1902.0,3.219333333333333
1958.0,3.368250000000002
1936.0,3.338967136150236
1992.0,3.3248860398860387
1970.0,3.378133595284876
1909.0,3.296875
2004.0,3.248218210361066
1887.0,2.72
1943.0,3.343886255924172
1921.0,3.3874193548387095
1977.0,3.34652091254753
1955.0,3.425958904109589
2011.0,3.190206235011992
1894.0,2.949393939393939
1989.0,3.269316688567676
1928.0,3.4893203883495145
2023.0,3.2125834658187644
1906.0,3.303333333333333
1962.0,3.428609467455624
1940.0,3.3403191489361714
1996.0,3.257902374670182
1974.0,3.3505094339622667
1913.0,3.3369444444444447
2008.0,3.1883076009501203
1947.0,3.4138392857142876
1942.0,3.3231603773584895
1920.0,3.404468085106383
1976.0,3.3607102803738274
1954.0,3.3897014925373155
2010.0,3.2086450584484547
1893.0,2.825
1988.0,3.253097112860889
1927.0,3.4430666666666676
2022.0,3.186873496873503
1905.0,3.225
1961.0,3.4229391891891874
1939.0,3.3594358974359007
1995.0,3.2971045918367357
1878.0,3.0819230769230774
1973.0,3.354629294755877
